id,group_tag,print_tag,image_tag1,image_tag2,humidity,temperature,print_speed,layer_height,pressure,width,image_tag3,comments
179,Dylan_20250730-114428_SSE,20250730-121327_p155,c1_20250730-121327.jpg,None,0.0,37.2,22.7,50.0,15.0,Change speed to 75,None,None
180,Dylan_20250730-114428_SSE,20250730-121340_p156,c1_20250730-121340.jpg,None,0.0,37.2,22.7,50.0,15.0,Change speed to 75,None,None
181,Dylan_20250730-114428_SSE,20250730-121351_p157,c1_20250730-121351.jpg,None,0.0,37.2,22.7,50.0,15.0,Change speed to 75,None,None
182,Dylan_20250730-114428_SSE,20250730-121401_p158,c1_20250730-121401.jpg,None,0.0,37.2,22.7,50.0,15.0,Change speed to 75,None,None
183,Dylan_20250730-114428_SSE,20250730-121414_p159,c1_20250730-121414.jpg,None,0.0,37.2,22.7,50.0,15.0,Change speed to 75,None,None
184,Dylan_20250730-114428_SSE,20250730-121424_p160,c1_20250730-121424.jpg,None,0.0,37.1,22.7,50.0,15.0,Change speed to 75,None,None
185,Dylan_20250730-114428_SSE,20250730-121435_p161,c1_20250730-121435.jpg,None,0.0,37.1,22.7,50.0,15.0,Change speed to 75,None,None
186,Dylan_20250730-114428_SSE,20250730-121445_p162,c1_20250730-121445.jpg,None,0.0,37.1,22.7,50.0,15.0,Change speed to 75,None,None
187,Dylan_20250730-114428_SSE,20250730-121455_p163,c1_20250730-121455.jpg,None,0.0,37.0,22.8,50.0,15.0,Change speed to 75,None,None
188,Dylan_20250730-114428_SSE,20250730-121505_p164,c1_20250730-121505.jpg,None,0.0,37.1,22.7,50.0,15.0,Change speed to 75,None,None
189,Dylan_20250730-114428_SSE,20250730-121515_p165,c1_20250730-121515.jpg,None,0.0,37.1,22.7,50.0,15.0,Change speed to 75,None,None
190,Dylan_20250730-114428_SSE,20250730-121526_p166,c1_20250730-121526.jpg,None,0.0,37.1,22.7,50.0,15.0,Change speed to 75,None,None
191,Dylan_20250730-114428_SSE,20250730-121536_p167,c1_20250730-121536.jpg,None,0.0,37.0,22.8,50.0,15.0,Change speed to 75,None,None
192,Dylan_20250730-114428_SSE,20250730-121546_p168,c1_20250730-121546.jpg,None,0.0,37.1,22.7,50.0,15.0,Change speed to 75,None,None
193,Dylan_20250730-114428_SSE,20250730-121557_p169,c1_20250730-121557.jpg,None,0.0,37.0,22.7,50.0,15.0,Change speed to 75,None,None
194,Dylan_20250730-114428_SSE,20250730-121607_p170,c1_20250730-121607.jpg,None,0.0,37.0,22.7,50.0,15.0,Change speed to 75,None,None
195,Dylan_20250730-114428_SSE,20250730-121617_p171,c1_20250730-121617.jpg,None,0.0,37.0,22.7,50.0,15.0,Change speed to 75,None,None
196,Dylan_20250730-114428_SSE,20250730-121631_p172,c1_20250730-121631.jpg,None,0.0,37.0,22.7,50.0,15.0,Change speed to 75,None,None
197,Dylan_20250730-114428_SSE,20250730-121641_p173,c1_20250730-121641.jpg,None,0.0,37.0,22.8,50.0,15.0,Change speed to 75,None,None
198,Dylan_20250730-114428_SSE,20250730-121651_p174,c1_20250730-121651.jpg,None,0.0,37.1,22.8,50.0,15.0,Change speed to 75,None,None
199,Dylan_20250730-114428_SSE,20250730-121705_p175,c1_20250730-121705.jpg,None,0.0,37.1,22.7,50.0,15.0,Change speed to 75,None,None
200,Dylan_20250730-114428_SSE,20250730-121715_p176,c1_20250730-121715.jpg,None,0.0,37.0,22.7,50.0,15.0,Change speed to 75,None,None
201,Dylan_20250730-114428_SSE,20250730-121726_p177,c1_20250730-121726.jpg,None,0.0,37.0,22.7,50.0,15.0,Change speed to 75,None,None
202,Dylan_20250730-114428_SSE,20250730-121739_p178,c1_20250730-121739.jpg,None,0.0,37.0,22.7,50.0,15.0,Change speed to 75,None,None
203,Dylan_20250730-114428_SSE,20250730-121749_p179,c1_20250730-121749.jpg,None,0.0,37.0,22.7,50.0,15.0,Change speed to 75,None,None
